-14.5,-14.5,0.12215066953999,0.006666666666666666
-13.5,-14.5,0.14050671468471812,0.006666666666666666
-12.5,-14.5,0.16001303473065143,0.006666666666666666
-11.5,-14.5,0.18041419287047078,0.006666666666666666
-10.5,-14.5,0.20139240710084375,0.006666666666666667
-9.5,-14.5,0.2225730314491041,0.006666666666666666
-8.5,-14.5,0.24353368725792068,0.006666666666666667
-7.5,-14.5,0.26381689394970337,0.006666666666666666
-6.5,-14.5,0.2829457771141329,0.006666666666666667
-5.5,-14.5,0.3004421668304639,0.006666666666666667
-4.5,-14.5,0.31584616612145006,0.006666666666666666
-3.5,-14.5,0.3287360926865641,0.006666666666666665
-2.5,-14.5,0.33874759718303354,0.006666666666666666
-1.5,-14.5,0.3455907525769745,0.006666666666666666
-0.5,-14.5,0.3490639973831165,0.006666666666666667
0.5,-14.5,0.3490639973831165,0.006666666666666667
1.5,-14.5,0.3455907525769745,0.006666666666666666
2.5,-14.5,0.33874759718303354,0.006666666666666666
3.5,-14.5,0.3287360926865641,0.006666666666666665
4.5,-14.5,0.31584616612145006,0.006666666666666666
5.5,-14.5,0.3004421668304639,0.006666666666666667
6.5,-14.5,0.2829457771141329,0.006666666666666667
7.5,-14.5,0.26381689394970337,0.006666666666666666
8.5,-14.5,0.24353368725792068,0.006666666666666667
9.5,-14.5,0.2225730314491041,0.006666666666666666
10.5,-14.5,0.20139240710084375,0.006666666666666667
11.5,-14.5,0.18041419287047078,0.006666666666666666
12.5,-14.5,0.16001303473065143,0.006666666666666666
13.5,-14.5,0.14050671468471812,0.006666666666666666
14.5,-14.5,0.12215066953999,0.006666666666666666
-14.5,-13.5,0.14050671468471812,0.006666666666666666
-13.5,-13.5,0.16162119246533926,0.006666666666666666
-12.5,-13.5,0.18405880132629987,0.006666666666666666
-11.5,-13.5,0.2075257190008769,0.006666666666666666
-10.5,-13.5,0.23165640917688882,0.006666666666666667
-9.5,-13.5,0.25601992640813004,0.006666666666666667
-8.5,-13.5,0.2801304195918764,0.006666666666666666
-7.5,-13.5,0.30346166080623954,0.006666666666666667
-6.5,-13.5,0.32546511391168387,0.006666666666666665
-5.5,-13.5,0.3455907525769745,0.006666666666666666
-4.5,-13.5,0.36330956935901126,0.006666666666666667
-3.5,-13.5,0.37813651415605565,0.006666666666666667
-2.5,-13.5,0.38965248546548575,0.006666666666666666
-1.5,-13.5,0.3975239878166446,0.006666666666666666
-0.5,-13.5,0.4015191703141667,0.006666666666666667
0.5,-13.5,0.4015191703141667,0.006666666666666667
1.5,-13.5,0.3975239878166446,0.006666666666666666
2.5,-13.5,0.38965248546548575,0.006666666666666666
3.5,-13.5,0.37813651415605565,0.006666666666666667
4.5,-13.5,0.36330956935901126,0.006666666666666667
5.5,-13.5,0.3455907525769745,0.006666666666666666
6.5,-13.5,0.32546511391168387,0.006666666666666665
7.5,-13.5,0.30346166080623954,0.006666666666666667
8.5,-13.5,0.2801304195918764,0.006666666666666666
9.5,-13.5,0.25601992640813004,0.006666666666666667
10.5,-13.5,0.23165640917688882,0.006666666666666667
11.5,-13.5,0.2075257190008769,0.006666666666666666
12.5,-13.5,0.18405880132629987,0.006666666666666666
13.5,-13.5,0.16162119246533926,0.006666666666666666
